text,likes,replies,date,sentiment
Al-Jazeera probably banned in America,0,1,2024-10-03T13:06:27Z,
Ben Wedeman says Hamas has lost confidence in the U.S. What planet is he on? Does he even know about Oct. 7th?,1,0,2024-08-15T18:09:58Z,
Who cares about t3rorist?,0,0,2024-08-21T20:57:15Z,
Most of the people who spoke in this documentary are British and the aiders and abetters of this genocide are solely and primarily British and American along with less significant others.,2,0,2024-10-04T06:55:48Z,
Thank you very much for standing with the truth,1,0,2024-10-25T05:43:26Z,
"Allah is the Supreme judge and one day come palestinian shall get back their land, if we see earlier they were fighting with small stones , now they are equipped with missile and some one stand in their support irrespective of some Yazids",0,0,2024-10-08T17:37:09Z,
Playing victim documentaries 😂,0,1,2024-10-25T07:36:07Z,
Imagine claiming a halocaust and then having no problem doing it to others..... evil..... pure evil,4,0,2024-10-06T00:26:39Z,1
"Wow Al Jazeera 
Wow wow wow 
You all cute hardworking sweet people 

Keep on doing this things",3,0,2024-04-03T09:23:20Z,
Fools.. how can you fight and kill of our same kind .. i dont know why people separate people in name of muslims hindu Jewish or whatever. Fools,0,0,2024-04-25T07:49:29Z,
Then how is Israel wrong for beating down hamas.,1,0,2024-05-11T20:59:25Z,
"I bet the disgusting, complicit, cowardly mainstream western media will completely ignore this. But it stands as a record. Hopefully, there will be accountability eventually. Western values, principles, so-called 'rules based order' proven to be a total sham.",0,0,2024-10-05T10:21:33Z,
Most of the information that was provided in this video from the Zionist occupation is false.,0,0,2024-03-28T20:28:49Z,
IDF are terrorists,0,0,2023-11-18T12:58:07Z,
Time for truth!,0,0,2024-03-20T21:44:49Z,
I can't trust this source anymore,0,0,2023-11-17T15:22:27Z,
"After watching the Israeli soldiers, and the behaviour of the Israeli society  U tube asks me to make my comments ""respectful and constructive"".",0,0,2024-10-05T03:10:18Z,
"For once I actually thought aljazeera was doing real proper repporting, then 3 minutes in it turned into propaganda. Fooled again",1,2,2024-03-21T22:32:57Z,
That is why netanyahu  dont listen to no one about no cease fire because he knows who he is dealing with,0,0,2023-11-19T15:53:30Z,
"I have posted this on my social media. I am aware I may be jailed, put out of work, or maybe even killed because I do not support my nation paying for this, sending bombs, and taking all resources from our country to accomplish this devastation on behalf of an evil foreign power.",1,0,2024-10-03T15:39:35Z,
CNN😂😂😂,0,0,2024-03-07T14:24:23Z,
0:20 FALSE.,0,0,2024-05-06T22:45:18Z,
"I've paid close attention to Gaza ever since October of 2023 and have watched countless videos filmed from the Palestinian perspective, but this is really my first time watching the videos filmed by the Israeli soldiers. It's such a surreal and bone-chilling experience watching them gleefully record their own demented crimes, and is really the sign of a society that is rotten to its very core. Thank you all for your incredible bravery in documenting this campaign of genocide.",3,0,2024-10-06T08:55:36Z,1
Maybe CNN can let us watch it without them running their pie-hole.,0,0,2023-11-23T04:01:58Z,
I hate to see all the civilians killed and all the damage but everyone is blaming the wrong people this was caused by HAMAS AND HAMAS IS A TERRORIST GROUP.,0,0,2024-10-15T02:55:42Z,
Civilians actually know that Hamas is hiding between them but they keep quiet. Of course Israel will strike them.,0,0,2024-05-28T12:25:49Z,
I just dont want to live in a world where evil like this exists. Im so shattered my heart bleeds for the palestinians,4,0,2024-10-04T21:25:26Z,
Pray for peace!,0,0,2023-10-11T16:13:06Z,
"Zionist control, Zionist operates, Zionist report, Zionist prevent investigation, Zionist judges, Zionist is not guilty...... totaliterian? No, democracy!!! Stil complaining growing antisemitism and stereo type liars.",0,0,2024-01-31T02:00:34Z,
"57:10 Difficult to believe Israeli intelligence dropped the ball so badly despite warnings and evidence that Hamas was up to something.

Nevertheless, despite contrasting opinions as to what really happened to Israelis on October 7th, 2023, unarmed Israeli civilians were murdered by Hamas.",1,0,2024-05-23T12:43:54Z,
"Aljazeera, the only channel with courage ! Respect!",5,0,2024-04-06T16:19:21Z,
Shame on you idf yr worthless biden yr equally responsible,0,0,2024-10-26T19:06:39Z,
"I live in israel and i can tell you, what you are seeing is a lie. Israel wants peace with all the surrounding countries/areas, this is why we are at peace with egypt and jordan.",1,0,2024-10-03T10:52:50Z,
"But where is Hamas now as so many Palestinians are killed daily? Why aren't they doing anything to defend their people now?
It's like they did one attack and disappeared",0,0,2024-03-21T18:33:00Z,
1:05:07 WHAT? I have no words. I’m saddened and mostly angry.,0,0,2024-10-05T03:31:33Z,
Free Palestine🇵🇸,3,0,2024-10-05T02:26:50Z,
Did you guys ever condom to Israel whatever Israel did for innocent lives.,0,0,2023-11-16T21:49:35Z,
"From kurdistan iraq we are stand with palastine 
🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸",1,0,2024-10-11T07:55:57Z,
Free free Palestine,8,0,2024-10-03T10:10:27Z,
A demon haunted world.,0,0,2024-10-11T19:16:35Z,
Al Jazeera will be remebered for its true spirit of journalism in history especially when the western media moguls tried so shamelessly to distort the truth.. Truth never dies and so will not palestine..,2,0,2024-10-10T17:49:07Z,
"Everything was planned long ago, Israeli government plan the attack by help of Iranian government. In between only innocent people were killed.",0,0,2023-11-16T15:36:56Z,
"“THEE MOST MORAL ARMY IN THE WORLD” 
SHAME ON THEM,
Their families, their mothers,
Their ancestors, 
& their futures.
Shame. 
Shame this is what the Jews learnt from the Germans …. Shame shame shame …. I’m embarassed  to be a human that cannot do anything to help the PALESTINIANS right now. This was Palestine before Israel. Period. Who doesn’t know that knows nothing of history at all.",1,0,2024-11-12T00:23:56Z,
Why Al Jazeera not investigating israeli war crimes on palestinens before and after october 7.,1,2,2024-03-22T06:26:33Z,
"This is so important. This is what journalism is about: facts, evidence based reports, no bias.",0,0,2024-05-26T19:04:33Z,
Heartbreaking🥺🥺💔,2,1,2024-10-19T07:41:34Z,
Then screams like girl after killing innocents in hate crime.,0,0,2023-11-16T09:01:19Z,
Did those militant Palestinians really believe that they could win the October 7 war against such a powerful state like Israel? What was their goal? Just kill 1200 people?,1,0,2024-10-09T10:38:10Z,
"Because America supports Israel, the Middle East will remain in chaos forever.",1,0,2024-08-15T23:13:53Z,
Unbelievable!! Biggest bunch of bullshit I’ve ever seen. I’ll say one thing they’ve got propaganda and the twisting of facts down to an exact science.  Too bad they don’t use their talents for good.,3,0,2024-07-08T03:45:20Z,
Two state or no leave,1,1,2024-10-04T10:02:45Z,
"im guessing CNN is with Israel, and I wonder why",0,0,2023-11-19T23:07:26Z,
Horror cannot be justified.,38,4,2023-10-07T23:07:00Z,
"Aljazeera I know you are  happy, traitor and terioriest supporters",0,0,2024-05-03T10:14:54Z,
This should be played at the international court of justice !!,1,0,2024-10-09T14:30:18Z,
face was blured because he is a jewish israeli,0,0,2023-11-16T03:15:00Z,
"Mainstream media doesn't even mention Israeli hostages that are suffering in Amas captivity 🙄, 24/7 we only have tonhear about hpw Palestinians are suffering . Biased reporting..",0,1,2024-08-15T18:35:22Z,
Both Hamas and Israel are doing inhumane act. Killing innocent people is sin. Stop this immediately. Religion made human. Why people kill each other in the name of religion which is already man made. Pls stop this heinous war. Save innocent people Save Humanity.,0,0,2023-10-13T12:00:21Z,
i feel like both parties are guilty,1,1,2024-10-10T14:31:18Z,
I’m very confused as to why it’s okay for only ‘some’ babies to have been killed. Shame on you Al Jazeera. If you want evidence - Hamas took their own videos.  Yes - some mistakes with the air strikes were probably made- but how in the world does this have anything to do with Hamas literally murdering people in their own homes. This documentary is COMPLETELY one sided,1,0,2024-05-02T06:43:42Z,
As a kid I learned in a history class how  fas:cis:ts curved swastika on pps bodies.  The history repeats itself only the modern fas:cis:ts are called 'god chosen people' and supported by the most western countries.  Stop Holocaust on Palestinians 🇵🇸,1,0,2024-10-17T09:33:38Z,
stand with israel🎗🎗,0,0,2024-04-16T20:06:38Z,
"Taliban is holding a 3rd year in power parade with American military equipment. Good job, Biden/Harris.",1,0,2024-08-15T16:26:12Z,
Why aren't CNN wondering why the Israelis allowed HAMAS in?  Why were these checkpoints left unattended?,0,0,2023-11-26T03:03:00Z,
"Gaza was always part of Egypt, they should take it back and leave Israel alone….",1,1,2024-08-03T14:49:01Z,
"CNN PROPAGANDA. What fo you mean explosion, it was an Israeli airstrike you lying, misleading bastards.",0,0,2023-11-09T06:45:17Z,
I pray for all of the innocent souls 🙏🏼,1384,112,2023-10-07T20:38:18Z,
remember folks all of them were celebrating after oct 7 attack,7,0,2024-08-18T13:31:12Z,
There’s no question to ask. There will be no where for Palestinians to go. Wake up,1,0,2024-02-01T09:18:33Z,
"I'm surprised how stupid u think people are no one is stupid here to believe this bullshi*
isr aeli colony are the true threat",1,0,2023-11-21T16:12:51Z,
"this is like Hamas investigating israel , a new version of events, like they do with everything,sad reality",0,0,2024-12-01T16:00:58Z,
"Summery: Hamas attacked and killed hundreds of Israelis. In counter, IDF might have killed some of their own citizens. Israeli govt exaggerated the damage done by Hamas.",0,0,2024-09-09T08:49:36Z,
"Going to watch history documentary of ww2, a reminder of how the civilised Christian European murderer 6 million jews and then the immigrats that survived were welcome by their semetic palestian brethin",0,0,2024-10-03T17:50:36Z,
Love from Bangladesh Al Jazeera,58,1,2024-03-20T11:35:56Z,1
"That means at least 16.000 Hamas supporters, and 24.000 innocent civilian hostages killed because of Hamas",85,17,2024-08-15T16:44:12Z,
Bravo freefreehostages,1,0,2024-01-31T05:08:25Z,
The people in the middle building were lucky to survive!,1,0,2023-10-17T21:17:06Z,
"Do not forget that the worst things are never filmed by the ones who commit those crimes. They film only ""business as usual"" things. So, you can just imagine what was really happening there.",0,0,2024-10-07T06:26:20Z,
Always the card of children and civilians. They start a War and commemorate. They lost and now complain. War has been like that everywhere. Sad what ignorance can do.,0,0,2024-08-16T09:07:25Z,
hannibal directive,0,0,2024-10-04T11:09:04Z,
Why are their faces being blurred?,0,0,2023-11-16T23:49:46Z,
"HAMAS did all the killing? Unbelievable. Mossad was not involved at the end to finish off the killings and blame HAMAS?
They could have sent agents that looked like Arabs?",0,0,2024-03-20T21:08:36Z,
At least the people in the comments aren’t as delusional as the people who produce this show,0,0,2024-08-19T15:43:13Z,
"Not only is al jazeera not objective or neutral on matters Israel it does not even attempt to appear as so. I applaud them for that. They don't hide where their sympathies, even loyalties, lie.",0,0,2024-11-03T21:08:10Z,
STOP FANING THE FLAMES CNN THIS IS WHAT CAUSES EMOTIONAL REACTIONS AND THE PERPETUAL CYCLE OF VIOLENCE,0,0,2023-11-19T04:24:37Z,
shame on Arab world,0,0,2024-10-22T11:56:25Z,
Hamas believe if they go in like they did and die they will go to heaven. They will have a great shock when they end up in hell. Muslims try to say they r peaceful people. Too bad they believe in a different God than Christians. This is a war between Muslims and Christian. WWIII has begun,0,0,2023-11-17T03:09:23Z,
Look at them looting potato chips and pastries. These people are needy. Why didn't they go after banks? Such a squandered opportunity.,0,0,2024-03-29T19:13:34Z,
"How this has not more views, common, push this",1,0,2024-10-08T22:49:21Z,
Radicalism is responsible for the ruine,0,0,2024-10-22T16:09:13Z,
I was gone try watching this at work but 5 min see blurred out dead children on the ground is gone make me cry. I'll have to wait till I get home.,0,0,2024-12-17T14:49:20Z,
"I feel very sorry, don't kill innocent people 🙏",1,0,2024-10-03T15:19:24Z,
Best documentary I have watched in over a decade about anything,1,0,2024-10-06T02:34:07Z,
total BS 🖕,1,0,2024-05-23T06:05:01Z,
im still convinced that they made this up,0,1,2023-11-16T14:16:17Z,
"...and the argumentation of the documenter reminds me strongly of what was 'disussed' about the holocaust victim numbers.
Was it *truly* 8 million? or just 5 million? or 2 million? or less?
This is dehumanizing. The people who where murdered in the gas chambers could not bear witness. The way this ""documentary"" is trying to debunk some of the horrible things the horrible Hamas soldiers (+others) have done is in the same mean and immoral ground.
Shame on you.",1,0,2024-06-07T03:31:09Z,
Its crazy,0,0,2024-10-15T02:12:04Z,
This will the most documented genocide like the Gujarat 2002 by Modi in India,0,0,2024-03-24T03:14:02Z,
when are they gonna close al jazeera?,0,0,2024-05-22T03:53:51Z,
with out lies al jazeera  dies ,0,1,2024-10-09T20:37:53Z,
"“The most moral army in the world.” This is so difficult to watch, but we must. 
“We have to keep bearing witness, we have to keep speaking truth.” 
Palestine IS a moral litmus test. One’s position on Palestine reveals all.",1,0,2024-10-09T22:19:29Z,
Why are you still talking about Oct 7th? We are in November and war crimes are being committed every minute by your ally. Cover that news!!,3,0,2023-11-16T04:26:56Z,
“What kind of way is that to fight a modern war?” Oh so when Hamas targets civilians it’s a war. When Israel responds it’s genocide. You guys are a joke!,4,1,2024-03-24T21:36:35Z,
"Even if you want to say that 40,50 people killed from israeli fire, there were still atleast 850 unarmedcivilians killed and slaugtered, i know its easy to ignore that, but that was the whole story, hamas and other gazans civilians came with a mission to kill civiilians.",0,0,2024-04-26T22:37:55Z,
"This is propoganda channel
Shame on this people",0,0,2024-08-28T11:32:24Z,
Stop the War,11,3,2024-08-03T08:26:01Z,
Must watch to create more awareness....😢,0,0,2024-10-03T22:06:30Z,
Kirby FOS,0,0,2024-08-17T22:58:26Z,
Hamas is Iran 1989 they start  the new terrorist is the same is Iran America belibe all the garbage they said😅,0,0,2023-10-30T02:23:41Z,
Israel killed their own civilians,2,0,2024-05-29T22:15:27Z,
They are killing their own,0,0,2024-12-02T03:30:33Z,
32:33 so an rpg is consider a light weapon now???,0,0,2025-01-10T20:12:29Z,
They wanted to save money on demolition engineers,0,0,2023-10-19T16:27:41Z,
"Can you defend crime that started a war ?? 
Al jazzera: challenge accepted",1,2,2024-04-02T06:56:18Z,
"40 thousand according to Hamas for these media is so much worse and so much more important than the millions that are being slaughtered in Yemen, Sudan, West Papua, Bangladesh, Nigeria, Congo, Syria etc. etc. etc. They pretend that they care only about Palestinians while in fact they just hate Israel and are abusing Palestinians to spread antisemitism. I wonder how many minutes they leave this comment in place. CNN has been overtaken by Iran it seems. Supporters of nazziterroarissm.",1,0,2024-08-18T21:54:13Z,
"I've seen the future and it's spelled AMK69X. Amazon is really pushing the boundaries, huh?",0,0,2023-11-16T02:07:03Z,
Free Palestine,15,2,2024-03-20T10:55:43Z,1
"Somebody or SOMETHING always survives—they should know, but do they...!!?",0,0,2024-03-28T15:36:29Z,
A perfect heap of media lies and rubbish.,0,0,2024-10-06T11:30:19Z,
Why cover their face?,1,0,2023-12-20T02:17:51Z,
CNN the least trusted news network.,0,0,2023-11-16T04:49:16Z,
"10 children tied to the back and burnt alive ! al Jazeera have some heart , would you please investigate .
it.",0,0,2024-05-09T20:44:12Z,
"Hamas hiding amongst civilians, and then flip it on the media.. you have to give them credit for the way they manipulate the small minds of western civilization.",0,0,2023-10-23T15:19:48Z,
"Thanks for investigation, Al Jazeera.",1,0,2024-03-23T18:12:47Z,
Share this documentary to whoever you can. Don't let them sweep videos like these under the rug.,1,1,2024-10-05T10:01:20Z,
Why Palestinians need Hamas?,0,0,2024-09-04T14:34:33Z,
Not a fair war Israelis fighting with Air strikes and Palestinians fighting with gut power that's all because they have nothing.,0,0,2023-10-09T20:25:06Z,
OMG can't believe USA government officials aren't arrested for this crimes,2,0,2024-10-10T09:21:28Z,
everybody forgot how Nazis behaved and they are mocking the holocaust.... now who is the antisemitic? shame on you . These people must not be represented as Israel.,0,0,2024-12-28T20:59:53Z,
"Joel 3:4 Yea, and what have ye to do with me, O Tyre, and Zidon, and all the coasts of Palestine? will ye render me a recompence? and if ye recompense me, swiftly and speedily will I return your recompence upon your own head;
Joel 3:5 Because ye have taken my silver and my gold, and have carried into your temples my goodly pleasant things:
Joel 3:6 The children also of Judah and the children of Jerusalem have ye sold unto the Grecians, that ye might remove them far from their border.
Joel 3:7 Behold, I will raise them out of the place whither ye have sold them, and will return your recompence upon your own head:
Joel 3:8 And I will sell your sons and your daughters into the hand of the children of Judah, and they shall sell them to the Sabeans, to a people far off: for the LORD hath spoken it.",0,0,2024-10-06T08:13:56Z,
Thank you,3,0,2024-10-23T02:38:19Z,2
Will the Palestinians start to fight back for justice and there lives,0,0,2023-11-16T15:55:33Z,
"Jesus only did what God the Father did (John 5:19). Muhammad always obeyed Allah's inspiration (Surah 53: 2-4).



          Jesus is God himself in John chapter 1: 1-3 is referred to as the Word that created all things. The Word (God) became flesh (Jesus) and dwelt among us (John 1: 14). John 10:30, I and the Father are one. His disciples called Jesus: O my Lord and my God (John 20: 28). Muhammad an ordinary human being created by Allah just like us.



          Jesus His birth and death through signs in the sky both stars, sun, angels (Matthew 2: 1-2, 7-10; Luke 2: 4-15; Matthew 27: 45; Luke 23: 44-46 ). Muhammad his birth and death did not have any sign in the sky and the Koran does not say anything either.



          Jesus was without sin (Matthew 27: 4, 19, 24; John 8: 46; 9: 16, read Surah 19: 19). Muhammad prayed for the forgiveness of his sins 70 times in one day ( Surah 40: 55, 47: 19; Bukhari vol. 8; Hadith 319 and Abu Dawud vol. 1; Hadith 1511 ).



          Jesus forbade violence and preached peace throughout His life (John 13:34; Matthew 5: 44; Luke 6: 27, 35; 1 Thessalonians 5:15 ). Muhammad preached peace at first when he was still weak (Surah 2: 256; 109: 1-6; 6: 107-109 ), then violence when Islam grew stronger (Surah 9: 29; 2: 216; 8: 39; 9 :5; 5:51).


          Jesus cured all sickness (Luke 13: 11; 17: 11-19; 22: 50- 51; John 4: 46-54; John 9; Matthew 8: 5-13; 15: 29-31; Mark 3: 1- 5; 6: 56, and many more). Muhammad According to the Koran, never performed miracles (Surah 13: 7). Muhammad paralyzed people (Bukhari vol. 8, Hadith 794; vol. 9, Hadith 37 and many more).



          Jesus was able to raise the dead (John 11; Luke 7: 11-17; 8: 49-56; Surah 3:50; Surah 5: 110 ). Muhammad never and was not able to raise anyone from the dead, instead he caused a lot of disaster, death and destruction as a result of the wars that he often fought in holy wars (jihad).



          Jesus ascended into heaven (Luke 24: 46-53; Acts 1: 1-11; Surah 3: 55; 19: 33). Muhammad stays dead in the grave.



          Jesus wins people through love, truth and miracles (Matthew 4: 23; Matthew 22: 39 ). Muhammad won people through fear, sword, violence, threats and plunder (Suras 8: 39, 41, 67; 9: 5, 56-57; 2: 216; 59: 13 and many more).



          Jesus reigns over nature (Mark 4: 35-41; John 6: 1-14; 6: 15-21; Matthew 14: 22-36 ). Muhammad did not rule over nature.



          Jesus cast out demons (Mark 5: 1-20, Luke 4: 31-37). Muhammad was visited by a jinn or demon who promised to promote Islam (Surah 46: 29-31; 72: 1-15); Muhammad also feared Satan (Surah 114:1-6).


          Jesus had the power to command the angels. Not a single human being, including the prophet, is able to summon angels if it is not Allah himself. On the Day of Judgment Jesus told his angels to gather evil and misleading people (Matthew 13: 41). Jesus said to Peter: He is able to send 12 angels to help him. Muhammad not only could not but was so afraid of him, that he became depressed and suicidal (wanted to kill himself many times). until his wife named Khatija consoled him.



          Jesus protected women (Matthew 26: 10, John 8: 1-11 ). Muhammad harmed and brought suffering to women ( Surah 4:34, 4:20; 2:223; 33:52; 64:14; 2: 228-230 ).



          Jesus forgave people's sins (Luke 5: 17-26) and interceded for them (Romans 8: 34; Hebrews 7: 25). Muhammad did not know the fate of his life after death nor the fate of other people (Surah 46: 9; Bukhari vol. 5 Hadith number 266; Hadith number 398 and number 402 ); stone-throwing punishment for adulterers (Bukhari vol. 2; Hadith 413; vol. 8; Hadith 805).



          Jesus provides a sure guarantee of entering the kingdom of heaven for those who believe in Him (John 14: 2, 6; 1 John 5: 12; Luke 10: 20). Muhammad provided that his people would go to hell for an unknown period of time (Surah 19: 71-72 ).


          Jesus forbade fornication and violence (Matthew 26: 52, 5: 28 ). Muhammad married the wives of his adopted sons, allowed them to marry temporarily and ordered violence (Surah 33: 37; 4: 24, 74, 76, 3, 34).



          Jesus Never married. Muhammad married more than 20 times and even married a 9 year old daughter!



          Jesus had no slaves. Muhammad owned slaves.



          Jesus sacrificed Himself willingly to die for the salvation of mankind. Muhammad saved himself many times and killed many people.



          Jesus defeated the power of death (death / hell) (2 Timothy 1: 10). Muhammad was afraid and trembled hearing the torture of the grave and prayed for protection from the punishment of the grave (Sahih Muslim vol. 1, book 4 no 1213-1215; and others).



          Jesus claimed that He was the word of God, the Spirit of God and the Son of God (Surah 3: 45; 4: 171; 19: 34; 21: 91 ); (John 1:1; John 5:18 and others) and had been prophesied by prophets hundreds of years before (Daniel 3:25; Psalm 2:12; Proverbs 30:4; Luke 1:26-35; Matthew 17:5 and etc). Muhammad was never mentioned by the prophets, nor had he been prophesied by previous prophets, he had never performed miracles, had never ascended to heaven and tortured and killed people but still claimed to be the most perfect role model to follow (Surah 3: 31 -33, 132; 4: 13, 59 69, 80; 5: 92; 7: 167; 8: 24, 46; 24: 54; 26: 108, 110, 126, 144; 33: 36, 71; 47: 33; 49:14
          The life of Jesus and the life of Muhammad are in stark contrast. So it is impossible to follow the teachings of Jesus and Muhammad simultaneously, they are really very different. Christianity teaches its followers to bless and not curse (Romans 12:14). Meanwhile, Muhammad cursed his own uncle for disagreeing with Muhammad (Surah 111: 1-5; 3:61; 108: 1-3; Muslim volume 4; Hadith 7150, Bukhari, volume 5, Hadith no 397). Meanwhile Jesus, even though the person who crucified and tortured Him, Jesus did not curse him, instead asked his Father to forgive him (Luke 23: 34). Muhammad ordered to kill people for insulting him (Muslim volume 3; Hadith 4436 and many more).

          Jesus taught his followers to love one another to show the world that people who love one another are disciples of Christ (John 13: 35). Muhammad used violence and terror to gain victory (Surah 3: 151; 8: 12; 8: 67-68; 3: 26, Bukhari vol 4, Hadith no 220). Jesus won people through love whereas Muhammad through violence. At the time of seeing the life of Jesus no one can match it.

          Which religion do you choose?
          Both Jesus and Muhammad claimed to be followers of Allah, but they must have believed in a different Allah, so which Allah would you like to follow? Both Christianity and Islam teach that Jesus or Isa Al Messiah will return to judge the living and the dead in the end times (2 Timothy 4:1; 1 Peter 4:5, John 5:22, 27 and Bukhari volume 3, Hadith no 425). If the Koran itself tests that Jesus was sinless, full of miracles and will be the judge at the end of time, then why don't you want to acknowledge Him as your Lord and Savior? Is there a human who has never fallen into sin if not God himself?

          And the most important thing is to be pleased with the safety of your own soul, that's why you fight hard in your worship, isn't it all of this with only one goal so that you can go to heaven? But what is sad is that Muhammad himself did not have any confidence in where he would go after death. The question that you need to ponder very seriously, if Muhammad is the greatest figure in the Islamic religion but he himself has no guarantee of safety, then what hope do his followers have?

          There are so many and so many promises of salvation that are certain in the Bible and not in doubt, hopefully or depending on God. Trust is hopefully very terrible. Because after death we will not return to earth.
          Jesus promised in Romans 10: 9-10: Because if you confess with your mouth that Jesus is Lord and believe in your heart, that God raised Him from the dead, then you will be saved. For it is with the heart that one believes and is justified, and with the mouth one confesses and is saved.

          To confess with your mouth that Jesus is Lord means you have to agree with God that:

          You are a sinner and must be punished in hell

          You cannot save yourself from the torment of hellfire

          The Lord Jesus paid for your sins on the cross and redeemed you through His holy blood

          You need Jesus as your Lord and savior.",0,0,2023-11-06T21:02:24Z,
Free Palestine (from world map),1,0,2024-10-25T09:24:53Z,
October 7 is just plane crash incidents isreal occupied Palestinian territory and treats them badly anger Muslims people hatred that happen   just forgive stop the war peace ❤,1,0,2023-11-16T04:51:30Z,
"Shame on USA, I will remember this in November",0,0,2024-08-15T21:11:08Z,
hamas is coward,0,0,2023-11-23T01:05:12Z,
This is just so sad and devastating. The poor people of Gaza. Using people as human shields is just monstrous,0,0,2024-10-14T11:58:56Z,
Wow! CNN subliminal brainwashing. Building collapse from an explosion?! It was clearly bombed!!!!,0,1,2024-01-12T02:47:19Z,
The most successful military assault in history.,0,0,2024-03-24T11:05:11Z,
CNN's pro Israeli stance is sickening to the rest of the world.,0,0,2024-08-29T15:49:47Z,
No one in his right mind will ever support such atrocities on human.... God help us and God help Israel nation and Palestine civilians...,5,0,2023-11-16T15:36:21Z,
"Revelations 16:13-16
The human family has reached a TIPPING POINT of no return. 
Armageddon is the next WAR.
This WAR is the Great Universal WAR of God the Almighty and nations of this world",0,0,2023-11-16T11:27:53Z,
"This was an extraordinary documentary and is proof positive on how reporting should be done, where facts are state rather than speculation or conjecture or just pure rumor.",0,0,2024-05-27T05:27:19Z,
"America is entirely responsible for promoting, funding & arming Jewish Terrorism in Apartheid Israel.",0,0,2024-08-17T20:42:05Z,
"Prior to October 7th, Israeli forces murdered 240 Palestinians in the West Bank this year alone. In 2023, 100 Palestinian children were murdered in the West Bank. At the height of the six-day war in 1967, Israel attacked a US spy ship, killing 34 men and injuring many more. 'But Sir, It’s an American Ship.' 'Never Mind, Hit Her!' When Israel Attacked USS Liberty. Former US President Richard Nixon revealed that there are many Israeli lobbyists in the US trying to manipulate American politicians and push their agenda. Vandalism and assaults targeting Christians and Christian institutions in Jerusalem have risen (Haaretz, Israeli Newspaper). Israeli settler, far-right activist: 'Spitting on Christians is a Jewish custom'  (The Jerusalem Post). The leader of a right-wing Jewish group, Benzi Gopstein, has called for a ban on Christmas in Israel, describing Christians as “blood-sucking vampires”. Hundreds of Christians and Muslims were sheltering in Saint Porphyrius church when a missile brought down part of the complex, killing 16 people (The Guardian). Saint Porphyrius is the oldest active church in the city. Two Christian women – an elderly mother and her daughter – were shot dead by an Israeli soldier on the grounds of a Catholic church in Gaza City. The Pope called it ""an act of terror."" Remind me again, why is the US funding Israel? @aipac",0,0,2024-01-16T23:08:21Z,2
😭crying from Bangladesh,2,0,2024-10-03T11:35:31Z,
"How can the world is just watching. Children are starving, civilians are being killed, stop these rivers of blood.",0,0,2024-02-03T17:10:36Z,
The pure definition of psychopathy,2,0,2024-10-08T14:13:10Z,
The entire Israeli lying narrative had been prepared way before 7/10 to prepare the West for their preplanned genocide.,0,0,2024-03-21T03:28:48Z,
Did they have these ready to go???    Looks like it fell from the bottom up… wtf,0,0,2023-10-13T20:00:34Z,
Words can’t explain the pain,0,0,2024-10-04T00:41:24Z,
How immoral a nation needs to be to dance to the tunes of genocide!,2,0,2024-10-06T14:54:11Z,
"This is the most biased reporting I have seen, the woman narrating this should be ashamed. The houses weren't hit by Israeli tanks, they were hit by the thousands of missiles fired from Gaza. Rape was widespread, the narrator did not present the entire UN document stating such or show the cam videos from Gazans and Hamas. There is video evidence from Hamas terrorists themselves burning bodies in cars, they were not hit by Israeli helicopter air fire. This report excludes all the evidence recovered from Hamas live stream cams, including Gazan's beheading dead Israelis. Disgusting!",1,1,2024-10-09T15:38:57Z,
From the river to the sea Palestine will be Free ❤ 🇵🇸 ❤,0,0,2024-10-04T00:57:22Z,
What you expect when stealing someone home,1,0,2023-11-23T10:21:23Z,0
😢😢😢 free plastin,0,0,2024-03-14T04:16:54Z,
Aljazzera is always bias we want to know Israel and Hamas who ignited the war one side reporters,1,0,2024-11-30T18:07:13Z,
Do you really believe this fake video from the idf this looks like a fake weapon plastic made up by the IDF (F)you CNN,1,0,2023-11-19T01:51:46Z,
This is an absolute lack of compassion towards the innocent people in the building. It is shameful. And having it plasted on the internet and other media doesn't prove your might but rather it shows cowardice,0,0,2023-10-08T03:03:40Z,
"October 7, 2023 they are (Palestinian) celebrating, now they are crying 🛑🛑🛑🛑",0,0,2024-08-23T16:41:56Z,
"EU should except the ""poor isis   arabs "" to their home 😂",0,0,2024-08-18T05:18:21Z,
"So how many of these people are on CNN payroll. How many of these terrorist return back to N.Y. and are working in their main bldg as techs, reporters, cameramen. You can't believe anything they report that has been proven a number of times.",0,0,2023-11-16T07:02:58Z,
What is really concerning is that Israel knew of the planned attack 3 days before it happened. They were warned by Egypt. The United states also knew. The border was pretty much unmanned. They allowed this to happen.,3,12,2023-11-16T10:44:37Z,
Israel doing terrorism since century,0,0,2023-10-08T19:26:10Z,
"Like 9/11 did not happen.  you guys are pathetic,  US is Platinum standard CIA, and FBI could not stop 9/11.  you had to find something bad, didn't you. you are sick media.",0,0,2023-11-16T07:28:51Z,
"At this point, we can only hope for some alien life form to arrive and impose peace on this bellicose planet of ours because we  obviously can’t do it ourselves",1,0,2024-03-22T07:40:40Z,
